File,Left Context,Hit,Right Context,Full Passage,Year
ICSE_Dual-Track_Agile_in_Software_Engineering_Education_2019_IEEE_cleaned.txt,"uniquely integrates interaction design and requirements engineering in the context of dual-track agile, and teaches students to design and implement software systems addressing real ","problems, ","satisfying real stakeholders’ needs, and offering superior user experiences.  • It presents a rarely documented delivery format based on a mixed approach combining flipped-classroom ","uniquely integrates interaction design and requirements engineering in the context of dual-track agile, and teaches students to design and implement software systems addressing real problems, satisfying real stakeholders’ needs, and offering superior user experiences.  • It presents a rarely documented delivery format based on a mixed approach combining flipped-classroom ",2019
ICSE_Dual-Track_Agile_in_Software_Engineering_Education_2019_IEEE_cleaned.txt,"the students envision, prototype, and start implementing an innovative software system that could make a unique contribution to society. The system should address a real ","problem, ","satisfy real stakeholders’ needs, and provide a superior user experience. Stakeholders should remain involved throughout the project.  1) Projects Definition and Team Formation: Students define ","the students envision, prototype, and start implementing an innovative software system that could make a unique contribution to society. The system should address a real problem, satisfy real stakeholders’ needs, and provide a superior user experience. Stakeholders should remain involved throughout the project.  1) Projects Definition and Team Formation: Students define ",2019
ICSE_Dual-Track_Agile_in_Software_Engineering_Education_2019_IEEE_cleaned.txt,"understand what to produce, and create and organize these artifacts effectively so they can be shared across the team and with instructors.  In SRID, the ",problem ,was eventually solved by introducing a requirements management tool called Jama [51]. The tool serves as a hub for all project artifacts. Its content structure ,"understand what to produce, and create and organize these artifacts effectively so they can be shared across the team and with instructors.  In SRID, the problem was eventually solved by introducing a requirements management tool called Jama [51]. The tool serves as a hub for all project artifacts. Its content structure ",2019
ICSE_Dual-Track_Agile_in_Software_Engineering_Education_2019_IEEE_cleaned.txt,"the classroom to better prepare students for the demands of the course project. However, because video lectures are initially long to create, and later on",difficult,"to maintain, they have the propensity of freezing the course content. Consequently they tend to be incompatible with fast-evolving course subjects, like integrating","the classroom to better prepare students for the demands of the course project. However, because video lectures are initially long to create, and later ondifficultto maintain, they have the propensity of freezing the course content. Consequently they tend to be incompatible with fast-evolving course subjects, like integrating",2019
ICSE_Dual-Track_Agile_in_Software_Engineering_Education_2019_IEEE_cleaned.txt,"which they have access to potential users (ideally in professional settings).  During a class activity, starting with the most interesting challenges (e.g., about six ",challenges ,"for a class of 30 students), and following the Charette Procedure brainstorming technique [48], students build on each other’s ideas until they articulate a set ","which they have access to potential users (ideally in professional settings).  During a class activity, starting with the most interesting challenges (e.g., about six challenges for a class of 30 students), and following the Charette Procedure brainstorming technique [48], students build on each other’s ideas until they articulate a set ",2019
ICSE_Dual-Track_Agile_in_Software_Engineering_Education_2019_IEEE_cleaned.txt,the quality of teaching and learning might be compromised.  D. Continuous Product Discovery and Delivery  Many RE and IxD practices introduced in the course are ,challenging ,"for students, especially when these practices involve collaborating with stakeholders. Learning to apply RE and IxD practices effectively is time-consuming. As a result, ","the quality of teaching and learning might be compromised.  D. Continuous Product Discovery and Delivery  Many RE and IxD practices introduced in the course are challenging for students, especially when these practices involve collaborating with stakeholders. Learning to apply RE and IxD practices effectively is time-consuming. As a result, ",2019
ICSE_Dual-Track_Agile_in_Software_Engineering_Education_2019_IEEE_cleaned.txt,"with little or no time left for implementation. Consequently, students might be under the impression that the project follows the waterfall approach.  In SRID this ",challenge ,was eventually addressed by framing the RE and IxD practices within dual-track agile. The introduction of each task of the Innovation project (see ,"with little or no time left for implementation. Consequently, students might be under the impression that the project follows the waterfall approach.  In SRID this challenge was eventually addressed by framing the RE and IxD practices within dual-track agile. The introduction of each task of the Innovation project (see ",2019
ICSE_Dual-Track_Agile_in_Software_Engineering_Education_2019_IEEE_cleaned.txt,"industry and academia. Section III introduces the course’s core process, dual-track agile. Sections IV and V describe the course design, together with the ",challenges ,"involved in teaching such a course. Finally, Section VI concludes with the paper’s key contributions.  III. A ROAD TO DUAL-TRACK AGILE  The ","industry and academia. Section III introduces the course’s core process, dual-track agile. Sections IV and V describe the course design, together with the challenges involved in teaching such a course. Finally, Section VI concludes with the paper’s key contributions.  III. A ROAD TO DUAL-TRACK AGILE  The ",2019
ICSE_Dual-Track_Agile_in_Software_Engineering_Education_2019_IEEE_cleaned.txt,rarely documented delivery format based on a mixed approach combining flipped-classroom and traditional delivery in the context of project-based learning.  • It shares the ,challenges ,"involved in teaching the course.  These contributions are important for software engineering educators in higher-education settings because, despite the emergence of dual-track ","rarely documented delivery format based on a mixed approach combining flipped-classroom and traditional delivery in the context of project-based learning.  • It shares the challenges involved in teaching the course.  These contributions are important for software engineering educators in higher-education settings because, despite the emergence of dual-track ",2019
ICSE_Dual-Track_Agile_in_Software_Engineering_Education_2019_IEEE_cleaned.txt,"throughout the project.  1) Projects Definition and Team Formation: Students define and select their own projects. To prepare, each student is asked to contribute one social ",challenge ,"that could potentially be addressed with a software system having a strong user focus, that students are capable of implementing, and for which they ","throughout the project.  1) Projects Definition and Team Formation: Students define and select their own projects. To prepare, each student is asked to contribute one social challenge that could potentially be addressed with a software system having a strong user focus, that students are capable of implementing, and for which they ",2019
ICSE_Dual-Track_Agile_in_Software_Engineering_Education_2019_IEEE_cleaned.txt,"mentoring in the classroom, feedback has always scored high in the online course evaluation, even with a class of 33 students. Still, providing effective feedback becomes ",challenging ,"as class size grows. Evaluating creative and novel work that is tackling open-ended problems is time consuming. Furthermore, when left on their own ","mentoring in the classroom, feedback has always scored high in the online course evaluation, even with a class of 33 students. Still, providing effective feedback becomes challenging as class size grows. Evaluating creative and novel work that is tackling open-ended problems is time consuming. Furthermore, when left on their own ",2019
ICSE_Dual-Track_Agile_in_Software_Engineering_Education_2019_IEEE_cleaned.txt,"capable of implementing, and for which they have access to potential users (ideally in professional settings).  During a class activity, starting with the most interesting ",challenges (,"e.g., about six challenges for a class of 30 students), and following the Charette Procedure brainstorming technique [48], students build on each other’s ideas ","capable of implementing, and for which they have access to potential users (ideally in professional settings).  During a class activity, starting with the most interesting challenges (e.g., about six challenges for a class of 30 students), and following the Charette Procedure brainstorming technique [48], students build on each other’s ideas ",2019
ICSE_Dual-Track_Agile_in_Software_Engineering_Education_2019_IEEE_cleaned.txt,"IxD, and their perspectives on these domains. It is an opportunity to improve the students’ interview and communication skills while enlarging their professional network.  V. ",CHALLENGES  ,"Overall, the course is well received by students, as illustrated by the following quotes taken from the online course evaluation: “Excellent course with great ","IxD, and their perspectives on these domains. It is an opportunity to improve the students’ interview and communication skills while enlarging their professional network.  V. CHALLENGES  Overall, the course is well received by students, as illustrated by the following quotes taken from the online course evaluation: “Excellent course with great ",2019
ICSE_Dual-Track_Agile_in_Software_Engineering_Education_2019_IEEE_cleaned.txt,"track agile and helps them understand the continuous and concurrent nature of product discovery and delivery, while still allocating enough time to properly learn the ",challenging ,"RE and IxD practices. Ideally, however, a course like SRID should be followed by another course (e.g., practicum, capstone) where students can apply ","track agile and helps them understand the continuous and concurrent nature of product discovery and delivery, while still allocating enough time to properly learn the challenging RE and IxD practices. Ideally, however, a course like SRID should be followed by another course (e.g., practicum, capstone) where students can apply ",2019
ICSE_Dual-Track_Agile_in_Software_Engineering_Education_2019_IEEE_cleaned.txt,"of working hand in hand with users to understand their needs. I would recommend this course to everyone!” However, the course also comes with its ",challenges. ,"This section covers past and current challenges, together with attempts to overcome them.  A. Project Selection  In the context of project-based learning, the ","of working hand in hand with users to understand their needs. I would recommend this course to everyone!” However, the course also comes with its challenges. This section covers past and current challenges, together with attempts to overcome them.  A. Project Selection  In the context of project-based learning, the ",2019
ICSE_Dual-Track_Agile_in_Software_Engineering_Education_2019_IEEE_cleaned.txt,"to understand their needs. I would recommend this course to everyone!” However, the course also comes with its challenges. This section covers past and current ","challenges, ","together with attempts to overcome them.  A. Project Selection  In the context of project-based learning, the success of the course relies on finding ","to understand their needs. I would recommend this course to everyone!” However, the course also comes with its challenges. This section covers past and current challenges, together with attempts to overcome them.  A. Project Selection  In the context of project-based learning, the success of the course relies on finding ",2019
ICSE_Dual-Track_Agile_in_Software_Engineering_Education_2019_IEEE_cleaned.txt,"include a fully functional, useful, usable, and delightful front-end implemented with HTML/CSS/JS. However, because of time constraints, the back-end might include ",hard-,coded functionality and data. The righthand side of Figure 6 shows a screen of the mobile application developed by the recycling team. Each team then ,"include a fully functional, useful, usable, and delightful front-end implemented with HTML/CSS/JS. However, because of time constraints, the back-end might include hard-coded functionality and data. The righthand side of Figure 6 shows a screen of the mobile application developed by the recycling team. Each team then ",2019
ICSE_Dual-Track_Agile_in_Software_Engineering_Education_2019_IEEE_cleaned.txt,"of the backlog. The application should include a fully functional, useful, usable, and delightful front-end implemented with HTML/CSS/JS. However, because of time ","constraints, ",the back-end might include hard-coded functionality and data. The righthand side of Figure 6 shows a screen of the mobile application developed by ,"of the backlog. The application should include a fully functional, useful, usable, and delightful front-end implemented with HTML/CSS/JS. However, because of time constraints, the back-end might include hard-coded functionality and data. The righthand side of Figure 6 shows a screen of the mobile application developed by ",2019
ICSE_Dual-Track_Agile_in_Software_Engineering_Education_2019_IEEE_cleaned.txt,opportunities. Here is an example of opportunity identified by students during the class activity last semester: “Modern society generates a lot of waste with a ,negative ,impact on our environment. We might be able to leverage software technology to decrease waste footprint through increased recycling.” Students artifacts presented in figures 5 ,opportunities. Here is an example of opportunity identified by students during the class activity last semester: “Modern society generates a lot of waste with a negative impact on our environment. We might be able to leverage software technology to decrease waste footprint through increased recycling.” Students artifacts presented in figures 5 ,2019
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"and must be considered as a kind of deliverable, too. Unfortunately, the desired learning can often only be achieved by making mistakes, analyzing the resulting ","problems, ","and rectifying them. This takes time, and during this period, there is no progress which can be measured in terms of working code. Furthermore, ","and must be considered as a kind of deliverable, too. Unfortunately, the desired learning can often only be achieved by making mistakes, analyzing the resulting problems, and rectifying them. This takes time, and during this period, there is no progress which can be measured in terms of working code. Furthermore, ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"of the systems on which students can work. Therefore, the Software Engineering curricula must be carefully crafted so that students can learn about large-scale ",problems ,"and solutions during the course of their study, in a situation where there is little opportunity to expose them to sufficiently large and complex ","of the systems on which students can work. Therefore, the Software Engineering curricula must be carefully crafted so that students can learn about large-scale problems and solutions during the course of their study, in a situation where there is little opportunity to expose them to sufficiently large and complex ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,frustrated when they receive negative feedback on what they thought was completed work. The issue of not having feedback when needed is magnified by the ,problem ,"of students working at home, alone and/or at night. Being able to talk to the client earlier and more freely would certainly help ","frustrated when they receive negative feedback on what they thought was completed work. The issue of not having feedback when needed is magnified by the problem of students working at home, alone and/or at night. Being able to talk to the client earlier and more freely would certainly help ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"educational goals or may not be adjusted easily to a learning environment. In this paper, we discuss some of these issues and reflect on the ",problems ,"of teaching agile processes in tertiary education.  1. Introduction Imagine translating a book from Chinese into English, and the book changes overnight, the paper and ","educational goals or may not be adjusted easily to a learning environment. In this paper, we discuss some of these issues and reflect on the problems of teaching agile processes in tertiary education.  1. Introduction Imagine translating a book from Chinese into English, and the book changes overnight, the paper and ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,eXtreme programming at universities-an educational perspective  Abstract To address the ,problems ,"of traditional software development, recent years have shown the introduction of more light-weight or ""agile"" development processes (eXtreme Programming being the most prominent ","eXtreme programming at universities-an educational perspective  Abstract To address the problems of traditional software development, recent years have shown the introduction of more light-weight or ""agile"" development processes (eXtreme Programming being the most prominent ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"fix the problem. Therefore, students need a solid understanding of the techniques and methods that can help produce a quality product. However, there is the ",problem ,that the techniques for ensuring quality in a large-scale product often seem to be an overkill for the size of products students confront. ,"fix the problem. Therefore, students need a solid understanding of the techniques and methods that can help produce a quality product. However, there is the problem that the techniques for ensuring quality in a large-scale product often seem to be an overkill for the size of products students confront. ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"are put together in a real project. That is, when students are required to interact with a real user to discover the client's real ","problems, ","the pieces start to fall into place. For example, why should one trace where the requirement originated? Or, later, why should a design decision ","are put together in a real project. That is, when students are required to interact with a real user to discover the client's real problems, the pieces start to fall into place. For example, why should one trace where the requirement originated? Or, later, why should a design decision ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"studies. Instilling the concept of ""ego-less working"" at an early stage is a key element, the introduction of learning communities [16] another. Location and scheduling ",problems ,"are difficult to over- come in an academic environment. Leverage may possibly be found with additional research into distributed light- weight methods, and their ","studies. Instilling the concept of ""ego-less working"" at an early stage is a key element, the introduction of learning communities [16] another. Location and scheduling problems are difficult to over- come in an academic environment. Leverage may possibly be found with additional research into distributed light- weight methods, and their ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"of joint working sessions. They reverted to ""the way we have been working throughout the previous years of our studies?' On-site Client. A similar ",problem ,"arises with regards to having an on-site customer. Considenng that this is often wishful thinking even in industry projects, with students' timetables it ","of joint working sessions. They reverted to ""the way we have been working throughout the previous years of our studies?' On-site Client. A similar problem arises with regards to having an on-site customer. Considenng that this is often wishful thinking even in industry projects, with students' timetables it ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"home, alone and/or at night. Being able to talk to the client earlier and more freely would certainly help to rectify these kinds of ",problems. ,Development Cycles. XP is a highly iterative and incremental development process with iterations taking one to two weeks and a new release coming out ,"home, alone and/or at night. Being able to talk to the client earlier and more freely would certainly help to rectify these kinds of problems. Development Cycles. XP is a highly iterative and incremental development process with iterations taking one to two weeks and a new release coming out ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"Quality. Quality is said to be noted in its absence, rather than in its presence. Unfortunately, it is often then too late to fix the ",problem. ,"Therefore, students need a solid understanding of the techniques and methods that can help produce a quality product. However, there is the problem that ","Quality. Quality is said to be noted in its absence, rather than in its presence. Unfortunately, it is often then too late to fix the problem. Therefore, students need a solid understanding of the techniques and methods that can help produce a quality product. However, there is the problem that ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,tenets are not compatible with the real environment of most students. Some of the difficulties lie with the prior educational experiences of students. There are ,problems ,"when the student mindset prioritizes outcomes in the order (i) a pass in a course, (ii) a good grade in a course, (iii) the ","tenets are not compatible with the real environment of most students. Some of the difficulties lie with the prior educational experiences of students. There are problems when the student mindset prioritizes outcomes in the order (i) a pass in a course, (ii) a good grade in a course, (iii) the ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"It is good for them to be exposed to specific tools, but it is also important that they realise the range available. This becomes an ",issue ,"of education for understanding and application of knowledge versus training to use a specific product, the latter being a non-extendable position. 3.2. Putting it ","It is good for them to be exposed to specific tools, but it is also important that they realise the range available. This becomes an issue of education for understanding and application of knowledge versus training to use a specific product, the latter being a non-extendable position. 3.2. Putting it ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"in getting certain aspects of the system ""perfect"" and understandably get frustrated when they receive negative feedback on what they thought was completed work. The ",issue ,"of not having feedback when needed is magnified by the problem of students working at home, alone and/or at night. Being able to ","in getting certain aspects of the system ""perfect"" and understandably get frustrated when they receive negative feedback on what they thought was completed work. The issue of not having feedback when needed is magnified by the problem of students working at home, alone and/or at night. Being able to ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"XP as the development process would certainly be a feasible approach. Recent work has shown that despite its success, XP does not address some important ",issues ,of software development [17] or should not be used for larger-scale and/or safety-critical systems [4]. Although further investigation of the (non-)applicability of ,"XP as the development process would certainly be a feasible approach. Recent work has shown that despite its success, XP does not address some important issues of software development [17] or should not be used for larger-scale and/or safety-critical systems [4]. Although further investigation of the (non-)applicability of ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"academic environment. Leverage may possibly be found with additional research into distributed light- weight methods, and their application to educational situations. Currently the co-location ",issues ,"are difficult to solve. One way to present a large-scale project to students is to offer a team-based maintenance project, where extensions ","academic environment. Leverage may possibly be found with additional research into distributed light- weight methods, and their application to educational situations. Currently the co-location issues are difficult to solve. One way to present a large-scale project to students is to offer a team-based maintenance project, where extensions ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"to communicate the design, and the need for capturing design rationale. Beyond that, there is an urgent need for more instruction in architecture and related ",issues ,"such as component-based systems and the use of patterns. An area often not discussed is that of interaction design, and the resulting user ","to communicate the design, and the need for capturing design rationale. Beyond that, there is an urgent need for more instruction in architecture and related issues such as component-based systems and the use of patterns. An area often not discussed is that of interaction design, and the resulting user ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"for any forward-engineering activity [6]. Finally, one cannot equitably assess a team of developers (either individually or as a group) on running software alone, as ",issues ,"such as personal initiative, dedication to quality work etc. are not judged to the required level of accuracy. Other ""products"" of the development process ","for any forward-engineering activity [6]. Finally, one cannot equitably assess a team of developers (either individually or as a group) on running software alone, as issues such as personal initiative, dedication to quality work etc. are not judged to the required level of accuracy. Other ""products"" of the development process ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"practices may run counter to educational goals or may not be adjusted easily to a learning environment. In this paper, we discuss some of these ",issues ,"and reflect on the problems of teaching agile processes in tertiary education.  1. Introduction Imagine translating a book from Chinese into English, and the book ","practices may run counter to educational goals or may not be adjusted easily to a learning environment. In this paper, we discuss some of these issues and reflect on the problems of teaching agile processes in tertiary education.  1. Introduction Imagine translating a book from Chinese into English, and the book ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"the practices of agile development processes in tertiary education? • If so, how should they be introduced to avoid contradicting our educational goals? This paper considers ",issues ,"with using eXtreme Programming to educate students in Software Engineering. The rest of this paper is organized as follows: in Section 2, we briefly introduce ","the practices of agile development processes in tertiary education? • If so, how should they be introduced to avoid contradicting our educational goals? This paper considers issues with using eXtreme Programming to educate students in Software Engineering. The rest of this paper is organized as follows: in Section 2, we briefly introduce ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"person for interaction. Also, students are loathe to be continually contacting the client: ""we do not want to bother our clients with small or trivial ",issues ,"all the time."" As a result, students often spend quite some time in getting certain aspects of the system ""perfect"" and understandably get frustrated ","person for interaction. Also, students are loathe to be continually contacting the client: ""we do not want to bother our clients with small or trivial issues all the time."" As a result, students often spend quite some time in getting certain aspects of the system ""perfect"" and understandably get frustrated ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"help them manage a variety o f projects (from small to large-scale), introduced the ideas in the context o f the positive and negative ",issues ,"associated with any process model, and given guidelines how to select a process model for the particular situation. The Crystal methodologies [4] is a process-","help them manage a variety o f projects (from small to large-scale), introduced the ideas in the context o f the positive and negative issues associated with any process model, and given guidelines how to select a process model for the particular situation. The Crystal methodologies [4] is a process-",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,with a few recommendations for software engineering curricula in Section 5. We conclude this paper in Section 6 with a summary of the main observations and suggest ,issues ,for further investigation. 3. E d u c a t i o n a l O b j e c t i v e s ,with a few recommendations for software engineering curricula in Section 5. We conclude this paper in Section 6 with a summary of the main observations and suggest issues for further investigation. 3. E d u c a t i o n a l O b j e c t i v e s ,2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"In such a development, typically no one person can carry all the details of the system in their heads, teamwork becomes a hallmark, and process ",issues ,"need careful consideration. In building an aircraft, one can specify the properties of the required product, design a solution, and test a small scale ","In such a development, typically no one person can carry all the details of the system in their heads, teamwork becomes a hallmark, and process issues need careful consideration. In building an aircraft, one can specify the properties of the required product, design a solution, and test a small scale ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,ego-less attitude is required as people have to favour team success over personal rewards and assist other team members improve their working skills. These ,issues ,require a level of maturity to accept. Process and Discipline. Agile methodologies are considered to be light-weight and impose less process burden upon ,ego-less attitude is required as people have to favour team success over personal rewards and assist other team members improve their working skills. These issues require a level of maturity to accept. Process and Discipline. Agile methodologies are considered to be light-weight and impose less process burden upon ,2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"all relevant viewpoints up front, including the perspectives of both the end-user and the client. Students frequently need reminding of the importance of these ",issues. ,Software Construction. Students tend to regard this topic as the key part of software engineering endeavours. Software Design. Small systems can usually be modified ,"all relevant viewpoints up front, including the perspectives of both the end-user and the client. Students frequently need reminding of the importance of these issues. Software Construction. Students tend to regard this topic as the key part of software engineering endeavours. Software Design. Small systems can usually be modified ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,larger-scale and/or safety-critical systems [4]. Although further investigation of the (non-)applicability of XP for real-world software projects is certainly an important ,"issue, ","this is beyond the scope of this paper. In this section, the focus is on evaluating some of the practices used in XP with ","larger-scale and/or safety-critical systems [4]. Although further investigation of the (non-)applicability of XP for real-world software projects is certainly an important issue, this is beyond the scope of this paper. In this section, the focus is on evaluating some of the practices used in XP with ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"underdeveloped interpersonal skills. Young people usually have very good memories, and trust in their own ability to recall information. In this context, it is often",difficult,"to convince students about the value, let alone necessity, of software configuration management. In class, students tend to work on ""toy"" examples, and configuration","underdeveloped interpersonal skills. Young people usually have very good memories, and trust in their own ability to recall information. In this context, it is oftendifficultto convince students about the value, let alone necessity, of software configuration management. In class, students tend to work on ""toy"" examples, and configuration",2003
