File,Left Context,Hit,Right Context,Full Passage,Year
ICSE_Dual-Track_Agile_in_Software_Engineering_Education_2019_IEEE_cleaned.txt,and 6 relate to this opportunity.  A project team of four or five students is formed around each opportunity. Because motivation is a key factor of ,success ,"in the course, students are asked to auto-form their team primarily based on project interest. Interpersonal relationship certainly plays a role as well ","and 6 relate to this opportunity.  A project team of four or five students is formed around each opportunity. Because motivation is a key factor of success in the course, students are asked to auto-form their team primarily based on project interest. Interpersonal relationship certainly plays a role as well ",2019
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"not understand that functionality is not everything in a software product. Given basic functionality, the marketplace differentiates on quality attributes such as task efficiency, learnability, ",ease ,"of use, aesthetics, and engagement. Software Verification and Validation. Without extensive exposure to larger systems and to the theory of testing, the perception Of ","not understand that functionality is not everything in a software product. Given basic functionality, the marketplace differentiates on quality attributes such as task efficiency, learnability, ease of use, aesthetics, and engagement. Software Verification and Validation. Without extensive exposure to larger systems and to the theory of testing, the perception Of ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"convince students about the value, let alone necessity, of software configuration management. In class, students tend to work on ""toy"" examples, and configuration management seems ",simply ,"an unnecessary overhead. Like any other engineering discipline, to be efficient in a production environment, tools as well as specific techniques and methods are ","convince students about the value, let alone necessity, of software configuration management. In class, students tend to work on ""toy"" examples, and configuration management seems simply an unnecessary overhead. Like any other engineering discipline, to be efficient in a production environment, tools as well as specific techniques and methods are ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"a small scale model in a wind tunnel to establish the suitability of some of the properties of the final system. In principle, this is ",simple ,for a tangible product like an aircraft. The very fact that software is intangible means that the only evidence of development is in the ,"a small scale model in a wind tunnel to establish the suitability of some of the properties of the final system. In principle, this is simple for a tangible product like an aircraft. The very fact that software is intangible means that the only evidence of development is in the ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"liaison person for interaction. Also, students are loathe to be continually contacting the client: ""we do not want to bother our clients with small or ",trivial ,"issues all the time."" As a result, students often spend quite some time in getting certain aspects of the system ""perfect"" and understandably get ","liaison person for interaction. Also, students are loathe to be continually contacting the client: ""we do not want to bother our clients with small or trivial issues all the time."" As a result, students often spend quite some time in getting certain aspects of the system ""perfect"" and understandably get ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"what ""Professional Practice"" should encompass, it is fair to say that students need to learn about the ethical and social aspects of their profession, as ",well ,"as more business-oriented aspects such as contracting models. Software Requirements. Empirically, we know that an inadequate consideration of the perspectives of all stakeholders ","what ""Professional Practice"" should encompass, it is fair to say that students need to learn about the ethical and social aspects of their profession, as well as more business-oriented aspects such as contracting models. Software Requirements. Empirically, we know that an inadequate consideration of the perspectives of all stakeholders ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"skills enabling them to identify where and what changes are needed. For this, they need a good understanding of the architecture of the system, as ",well ,"as clear ideas on the role of regression testing. Software Engineering Process. The concept of ""Process"" goes hand-in-hand with that of management. ","skills enabling them to identify where and what changes are needed. For this, they need a good understanding of the architecture of the system, as well as clear ideas on the role of regression testing. Software Engineering Process. The concept of ""Process"" goes hand-in-hand with that of management. ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"on ""toy"" examples, and configuration management seems simply an unnecessary overhead. Like any other engineering discipline, to be efficient in a production environment, tools as ",well ,"as specific techniques and methods are needed. Students need motivation to learn to use the tools, but also need to understand both the rationale ","on ""toy"" examples, and configuration management seems simply an unnecessary overhead. Like any other engineering discipline, to be efficient in a production environment, tools as well as specific techniques and methods are needed. Students need motivation to learn to use the tools, but also need to understand both the rationale ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"course, (iii) the learning experience, and (iv) helping another student. A re-engineering of this mindset is necessary before the practices of XP can work ",well. ,"The question of how to refocus the student experience is being considered by many educationalists, but clearly an early focus on teamwork and cooperation ","course, (iii) the learning experience, and (iv) helping another student. A re-engineering of this mindset is necessary before the practices of XP can work well. The question of how to refocus the student experience is being considered by many educationalists, but clearly an early focus on teamwork and cooperation ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,planning for change went into the original product. They will more likely agree that running software alone should not be the criterion o f a ,well-,"engineered product. In academia, it is appropriate to place the primary emphasis on process, rather than product, which does not always delight the management-","planning for change went into the original product. They will more likely agree that running software alone should not be the criterion o f a well-engineered product. In academia, it is appropriate to place the primary emphasis on process, rather than product, which does not always delight the management-",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"is principally nothing new, but ""takes a set of common sense principles and practices to extreme levels."" Most of these principles and practices are fairly ",well-,"known, were part of other software development methodologies, and have been taught in the context of a variety of courses before. Unfortunately, some of ","is principally nothing new, but ""takes a set of common sense principles and practices to extreme levels."" Most of these principles and practices are fairly well-known, were part of other software development methodologies, and have been taught in the context of a variety of courses before. Unfortunately, some of ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"Inevitably, the stronger one of the pair did most of the work, the weaker one usually failed the later examination, and only where there were ",well-,"matched pairs was the goal reached. We also noted different personality types and/or genders had a significant impact on pair programming performance. Unfortunately, ","Inevitably, the stronger one of the pair did most of the work, the weaker one usually failed the later examination, and only where there were well-matched pairs was the goal reached. We also noted different personality types and/or genders had a significant impact on pair programming performance. Unfortunately, ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,methodology such as XP cannot be successfully applied in an educational environment. We therefore argue that a less flexible development process with more guidance is ,better ,"suited to the educational environment than a process based on ""less process, more discipline?' The latter should only be applied if all participants have ","methodology such as XP cannot be successfully applied in an educational environment. We therefore argue that a less flexible development process with more guidance is better suited to the educational environment than a process based on ""less process, more discipline?' The latter should only be applied if all participants have ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"the focus on producing quality software in the first place, and the importance of coding standards and configuration management. We noticed there is definitely a ",better ,acceptance and understanding of these practices when they are introduced in an XP-like context. The eXtreme metaphor is the main contributing factor here ,"the focus on producing quality software in the first place, and the importance of coding standards and configuration management. We noticed there is definitely a better acceptance and understanding of these practices when they are introduced in an XP-like context. The eXtreme metaphor is the main contributing factor here ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"both industrial and academic settings (e.g. see [1, 5, 7, 11, 18]). In particular, there is empirical evidence that a pair of developers working on one computer can produce ",better ,"quality software faster than the pair working separately. However, we argue that this observation only holds if pair programming is done in the ""right"" ","both industrial and academic settings (e.g. see [1, 5, 7, 11, 18]). In particular, there is empirical evidence that a pair of developers working on one computer can produce better quality software faster than the pair working separately. However, we argue that this observation only holds if pair programming is done in the ""right"" ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"where the requirement originated? Or, later, why should a design decision be documented? As any parent knows, it is in the experience itself, that the ",best ,"learning takes place. Most undergraduate software engineering programs have a final project to provide the capstone of the studies. In the discussion that follows, ","where the requirement originated? Or, later, why should a design decision be documented? As any parent knows, it is in the experience itself, that the best learning takes place. Most undergraduate software engineering programs have a final project to provide the capstone of the studies. In the discussion that follows, ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"be applied if all participants have the necessary experience and maturity, and fully understand the consequences of choosing a light-weight development process. This was ",best ,"summarized by another colleague: ""XP is for professionals, not students."" Distribution and Availability. One of the main practices of XP (and most other agile ","be applied if all participants have the necessary experience and maturity, and fully understand the consequences of choosing a light-weight development process. This was best summarized by another colleague: ""XP is for professionals, not students."" Distribution and Availability. One of the main practices of XP (and most other agile ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"to change almost as fast as this. Therefore we have tended to place too much reliance on traditional process models to ""explain"" to students the ",best ,"way to engineer software. However, experience has shown that education in ""traditional"" software development practices, such as the waterfall approach, will not always endow ","to change almost as fast as this. Therefore we have tended to place too much reliance on traditional process models to ""explain"" to students the best way to engineer software. However, experience has shown that education in ""traditional"" software development practices, such as the waterfall approach, will not always endow ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"to use the tools, but also need to understand both the rationale for their use and the principles on which they are built. It is ",good ,"for them to be exposed to specific tools, but it is also important that they realise the range available. This becomes an issue of ","to use the tools, but also need to understand both the rationale for their use and the principles on which they are built. It is good for them to be exposed to specific tools, but it is also important that they realise the range available. This becomes an issue of ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"prior educational experiences of students. There are problems when the student mindset prioritizes outcomes in the order (i) a pass in a course, (ii) a ",good ,"grade in a course, (iii) the learning experience, and (iv) helping another student. A re-engineering of this mindset is necessary before the practices ","prior educational experiences of students. There are problems when the student mindset prioritizes outcomes in the order (i) a pass in a course, (ii) a good grade in a course, (iii) the learning experience, and (iv) helping another student. A re-engineering of this mindset is necessary before the practices ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"software development. Similarly, it is a somewhat foreign idea that a complex system does not lend itself to a haphazard approach for development, and requires ",good ,"management. Additionally, time and resource constraints usually limit the scope of the systems on which students can work. Therefore, the Software Engineering curricula must ","software development. Similarly, it is a somewhat foreign idea that a complex system does not lend itself to a haphazard approach for development, and requires good management. Additionally, time and resource constraints usually limit the scope of the systems on which students can work. Therefore, the Software Engineering curricula must ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"pair programming performance. Unfortunately, there is little evidence that researchers have considered this yet.  Educational systems seem to be primarily based on a scheme where ",good ,"marks are most highly rewarded, and many students are uncomfortable leaving this framework. In an XP environment, however, an ego-less attitude is required ","pair programming performance. Unfortunately, there is little evidence that researchers have considered this yet.  Educational systems seem to be primarily based on a scheme where good marks are most highly rewarded, and many students are uncomfortable leaving this framework. In an XP environment, however, an ego-less attitude is required ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"lack of academic maturity to deal with ambiguity and conflicts between reality and theory, and (iii) their underdeveloped interpersonal skills. Young people usually have very ",good ,"memories, and trust in their own ability to recall information. In this context, it is often difficult to convince students about the value, let ","lack of academic maturity to deal with ambiguity and conflicts between reality and theory, and (iii) their underdeveloped interpersonal skills. Young people usually have very good memories, and trust in their own ability to recall information. In this context, it is often difficult to convince students about the value, let ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"software is considered to be the most important deliverable"" of a software project and ""working software is the primary measure of progress."" There are very ",good ,"reasons why this applies to certain types of projects (and possibly not to others), but we must question the relevance in an educational context. ","software is considered to be the most important deliverable"" of a software project and ""working software is the primary measure of progress."" There are very good reasons why this applies to certain types of projects (and possibly not to others), but we must question the relevance in an educational context. ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"but on maintaining existing systems. Therefore, they need analytical skills enabling them to identify where and what changes are needed. For this, they need a ",good ,"understanding of the architecture of the system, as well as clear ideas on the role of regression testing. Software Engineering Process. The concept of ""","but on maintaining existing systems. Therefore, they need analytical skills enabling them to identify where and what changes are needed. For this, they need a good understanding of the architecture of the system, as well as clear ideas on the role of regression testing. Software Engineering Process. The concept of """,2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"are probably more aligned with distributed projects than co-located ones. Thus, one of the main prerequisites for applying XP is not fulfilled and the ",benefits ,"of a joint working environment are lost, in particular the warm communication paths [4]. As a result, stricter rules for documenting project activities have to ","are probably more aligned with distributed projects than co-located ones. Thus, one of the main prerequisites for applying XP is not fulfilled and the benefits of a joint working environment are lost, in particular the warm communication paths [4]. As a result, stricter rules for documenting project activities have to ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,at one of the students' homes. Encouragement of the second team to use the laboratory more seems to have failed because of ignorance of the ,benefits ,"of joint working sessions. They reverted to ""the way we have been working throughout the previous years of our studies?' On-site Client. A ","at one of the students' homes. Encouragement of the second team to use the laboratory more seems to have failed because of ignorance of the benefits of joint working sessions. They reverted to ""the way we have been working throughout the previous years of our studies?' On-site Client. A ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"working hours is as ""ideal"" a situation as we can hope for. We have noted on several projects that clients do not fully understand the ",benefits ,"of regular developer-client interactions. They do not want to be ""bothered"" by giving feedback to all team members, and they often ask for ","working hours is as ""ideal"" a situation as we can hope for. We have noted on several projects that clients do not fully understand the benefits of regular developer-client interactions. They do not want to be ""bothered"" by giving feedback to all team members, and they often ask for ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,the requirements resulted in that team running into trouble in semester two. It can be said that development processes such as XP certainly have their ,benefits ,"and can have a positive impact in an educational context. However, there are important educational goals which are not met and, therefore, changes to ","the requirements resulted in that team running into trouble in semester two. It can be said that development processes such as XP certainly have their benefits and can have a positive impact in an educational context. However, there are important educational goals which are not met and, therefore, changes to ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,engineers is the ability to tailor a process to suit their needs. Teaching students how to tailor their processes is likely to have a more ,beneficial ,effect than seeing a light-weight development process such as XP as the answer. 6. Conclusions Agile development processes like XP are increasingly popular in ,engineers is the ability to tailor a process to suit their needs. Teaching students how to tailor their processes is likely to have a more beneficial effect than seeing a light-weight development process such as XP as the answer. 6. Conclusions Agile development processes like XP are increasingly popular in ,2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"dislike process, but they like discipline even less."" Hence there is a big risk that a light-weight development methodology such as XP cannot be ",successfully ,applied in an educational environment. We therefore argue that a less flexible development process with more guidance is better suited to the educational environment ,"dislike process, but they like discipline even less."" Hence there is a big risk that a light-weight development methodology such as XP cannot be successfully applied in an educational environment. We therefore argue that a less flexible development process with more guidance is better suited to the educational environment ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"and many students are uncomfortable leaving this framework. In an XP environment, however, an ego-less attitude is required as people have to favour team ",success ,over personal rewards and assist other team members improve their working skills. These issues require a level of maturity to accept. Process and Discipline. ,"and many students are uncomfortable leaving this framework. In an XP environment, however, an ego-less attitude is required as people have to favour team success over personal rewards and assist other team members improve their working skills. These issues require a level of maturity to accept. Process and Discipline. ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"with iterations taking one to two weeks and a new release coming out every month or two. In fact, short development cycles are crucial for ",successful ,"projects [1, 3]. Each iteration is supposed to add  functionality of a certain value to the customer. To achieve these kinds of development, XP assumes that ","with iterations taking one to two weeks and a new release coming out every month or two. In fact, short development cycles are crucial for successful projects [1, 3]. Each iteration is supposed to add  functionality of a certain value to the customer. To achieve these kinds of development, XP assumes that ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"for final year software engineering projects, using XP as the development process would certainly be a feasible approach. Recent work has shown that despite its ","success, ",XP does not address some important issues of software development [17] or should not be used for larger-scale and/or safety-critical systems [4]. Although ,"for final year software engineering projects, using XP as the development process would certainly be a feasible approach. Recent work has shown that despite its success, XP does not address some important issues of software development [17] or should not be used for larger-scale and/or safety-critical systems [4]. Although ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"of techniques that help them manage a variety o f projects (from small to large-scale), introduced the ideas in the context o f the ",positive ,"and negative issues associated with any process model, and given guidelines how to select a process model for the particular situation. The Crystal methodologies [4] ","of techniques that help them manage a variety o f projects (from small to large-scale), introduced the ideas in the context o f the positive and negative issues associated with any process model, and given guidelines how to select a process model for the particular situation. The Crystal methodologies [4] ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,team running into trouble in semester two. It can be said that development processes such as XP certainly have their benefits and can have a ,positive ,"impact in an educational context. However, there are important educational goals which are not met and, therefore, changes to the process have to be ","team running into trouble in semester two. It can be said that development processes such as XP certainly have their benefits and can have a positive impact in an educational context. However, there are important educational goals which are not met and, therefore, changes to the process have to be ",2003
ICSE_eXtreme_programming_at_universities_-_an_educational_perspective_2003_IEEE_cleaned.txt,"them as experts in the techniques and processes which are currently most popular and being touted as ""the way to go?' While XP has many ",positive ,"aspects, many of its tenets are not compatible with the real environment of most students. Some of the difficulties lie with the prior educational ","them as experts in the techniques and processes which are currently most popular and being touted as ""the way to go?' While XP has many positive aspects, many of its tenets are not compatible with the real environment of most students. Some of the difficulties lie with the prior educational ",2003
ICSE_How_Surveys_Tutors_and_Software_Help_to_Assess_2016_IEEE_cleaned.txt,"they use them to question their process implementation and provide feedback about the significance of metrics, it is possible that they identify weak spots and ",simply ,"try to avoid generating negative scores, e.g., through automation of tasks. In that case, however, it will be again interesting to see which ","they use them to question their process implementation and provide feedback about the significance of metrics, it is possible that they identify weak spots and simply try to avoid generating negative scores, e.g., through automation of tasks. In that case, however, it will be again interesting to see which ",2016
ICSE_How_Surveys_Tutors_and_Software_Help_to_Assess_2016_IEEE_cleaned.txt,"violations with additional information indicating priority and cause.  5.4 Improve Metric or Process In the last step, measures on how to improve the metrics themselves as ",well ,"as the overlap between defined and executed practice should be decided and implemented. If metrics return false positives, these should be eliminated by fine-","violations with additional information indicating priority and cause.  5.4 Improve Metric or Process In the last step, measures on how to improve the metrics themselves as well as the overlap between defined and executed practice should be decided and implemented. If metrics return false positives, these should be eliminated by fine-",2016
ICSE_How_Surveys_Tutors_and_Software_Help_to_Assess_2016_IEEE_cleaned.txt,"Survey  The primary survey (S1) aimed at tracking students’ satisfaction with different aspects of the Scrum method, such as effort estimation and backlog maintenance as ",well ,as the perceived level of cooperation with various team members. These were goals shared by previous work performed by Mahnic [14]. Adapting this existing survey ,"Survey  The primary survey (S1) aimed at tracking students’ satisfaction with different aspects of the Scrum method, such as effort estimation and backlog maintenance as well as the perceived level of cooperation with various team members. These were goals shared by previous work performed by Mahnic [14]. Adapting this existing survey ",2016
ICSE_How_Surveys_Tutors_and_Software_Help_to_Assess_2016_IEEE_cleaned.txt,"detecting instances where processes were violated. Figure 4 describes the lifecycle of a “conformance metric”, which includes information about the agile practices that are measured, as ",well ,"as the specifics of how to measure and evaluate deviations. The lifecycle includes four steps, which are described in the following subsections.  5.1 Define Conformance ","detecting instances where processes were violated. Figure 4 describes the lifecycle of a “conformance metric”, which includes information about the agile practices that are measured, as well as the specifics of how to measure and evaluate deviations. The lifecycle includes four steps, which are described in the following subsections.  5.1 Define Conformance ",2016
